!Username	ElementId	Amount	Difference
footos	6058257	300	NULL
footos	6062574	200	NULL
footos	606428	50	NULL
footos	6075617	200	NULL
footos	6084571	50	NULL
Fru Elise	242328	300	NULL
Fru Elise	4125253	300	NULL
Fru Elise	4211194	200	NULL
Fru Elise	4515374	200	NULL
Fru Elise	4570877	200	NULL
Fru Elise	4613823	100	NULL
Fru Elise	4614158	300	NULL
Fru Elise	4616578	200	NULL
Fru Elise	4616581	400	NULL
Fru Elise	6003331	200	NULL
Fru Elise	6009656	100	NULL
Fru Elise	6020157	100	NULL
Fru Elise	6021997	200	NULL
Fru Elise	6023209	50	NULL
Fru Elise	6024692	200	NULL
Fru Elise	6040310	50	NULL
Fru Elise	6047501	400	NULL
Fru Elise	6058221	300	NULL
Fru Elise	6058257	200	NULL
Fru Elise	606428	50	NULL
Fru Elise	6074312	100	NULL
Fru Elise	6075208	600	NULL
Fru Elise	6075617	200	NULL
Fru Elise	6078605	250	NULL
Gideon	4114026	500	NULL
Gideon	4125253	300	NULL
Gideon	4211085	200	NULL
Gideon	4211388	200	NULL
Gideon	4211398	1000	NULL
Gideon	4269651	3	NULL
Gideon	4504375	200	NULL
Gideon	4515374	50	NULL
Gideon	4518653	50	NULL
Gideon	4521947	200	NULL
Gideon	4521948	100	NULL
Gideon	4594292	50	NULL
Gideon	4614158	400	NULL
Gideon	4616581	300	NULL
Gideon	4616845	300	NULL
Gideon	6002843	100	NULL
Gideon	6002847	100	NULL
Gideon	6021997	400	NULL
Gideon	6055309	200	NULL
Gideon	6055509	200	NULL
Gideon	6058093	300	NULL
Gideon	6058221	400	NULL
Gideon	6058257	100	NULL
Gideon	6062574	200	NULL
Gideon	6075208	550	NULL
Gideon	6075617	250	NULL
Gideon	6078605	400	NULL
Gideon	6081975	100	NULL
Gideon	6084571	100	NULL
Gideon	6103001	300	NULL
Godtfred	4114026	400	NULL
Godtfred	4210700	100	NULL
Godtfred	4210997	100	NULL
Godtfred	4211065	150	NULL
Godtfred	4211085	600	NULL
Godtfred	4211088	300	NULL
Godtfred	4211194	150	NULL
Godtfred	4247145	300	NULL
Godtfred	4249891	200	NULL
Godtfred	4269651	10	NULL
Godtfred	4504375	200	NULL
Godtfred	4519946	50	NULL
Godtfred	4521947	150	NULL
Godtfred	4529685	400	NULL
Godtfred	4546705	300	NULL
Godtfred	4570877	300	NULL
Godtfred	4614158	200	NULL
Godtfred	4616581	100	NULL
Godtfred	6000311	100	NULL
Godtfred	6021997	200	NULL
Godtfred	6046943	200	NULL
Godtfred	6055145	50	NULL
Godtfred	6058221	300	NULL
Godtfred	6058257	300	NULL
Godtfred	6074312	50	NULL
hassel	242328	250	NULL
hassel	4129872	150	NULL
hassel	4211055	400	NULL
hassel	4211063	700	NULL
hassel	4211085	100	NULL
hassel	4211088	400	NULL
hassel	4211398	800	NULL
hassel	4211413	200	NULL
hassel	4211414	200	NULL
hassel	4521947	50	NULL
hassel	4521948	100	NULL
hassel	4529685	500	NULL
hassel	4536521	50	NULL
hassel	4536998	50	NULL
hassel	4570877	1000	NULL
hassel	4613823	350	NULL
hassel	4616581	200	NULL
hassel	4656783	300	NULL
hassel	6000311	200	NULL
hassel	6021997	200	NULL
hassel	6046943	200	NULL
hassel	6055309	100	NULL
hassel	6058093	50	NULL
hassel	6058221	300	NULL
hassel	6058257	200	NULL
hassel	6075617	200	NULL
humlan	4210700	100	NULL
humlan	4210997	50	NULL
humlan	4211055	200	NULL
humlan	4211063	200	NULL
humlan	4211065	50	NULL
humlan	4211085	100	NULL
humlan	4211088	200	NULL
humlan	4211194	50	NULL
humlan	4211288	200	NULL
humlan	4211388	100	NULL
humlan	4211398	200	NULL
humlan	4211413	200	NULL
humlan	4211414	200	NULL
humlan	4269651	4	NULL
humlan	4515374	100	NULL
humlan	4519946	50	NULL
humlan	4529685	200	NULL
humlan	4540386	200	NULL
humlan	4614158	200	NULL
humlan	4640844	200	NULL
humlan	6000311	100	NULL
humlan	6046943	200	NULL
humlan	6047501	200	NULL
humlan	6047885	300	NULL
humlan	6058221	300	NULL
humlan	6058257	100	NULL
huvudfoting	4210997	300	NULL
huvudfoting	4211055	850	NULL
huvudfoting	4211063	800	NULL
huvudfoting	4211065	300	NULL
huvudfoting	4211085	200	NULL
huvudfoting	4211194	1000	NULL
huvudfoting	4211288	2000	NULL
huvudfoting	4211388	500	NULL
huvudfoting	4521947	100	NULL
huvudfoting	4521948	100	NULL
huvudfoting	4616581	100	NULL
huvudfoting	4656783	200	NULL
huvudfoting	6000311	200	NULL
huvudfoting	6040310	50	NULL
huvudfoting	6055309	200	NULL
huvudfoting	6058093	50	NULL
huvudfoting	6075617	200	NULL
illuwatar	4211357	200	NULL
illuwatar	4211413	1000	NULL
illuwatar	4211414	500	NULL
illuwatar	4518653	100	NULL
illuwatar	4558952	500	NULL
illuwatar	4640844	200	NULL
illuwatar	6002843	100	NULL
illuwatar	6002847	100	NULL
illuwatar	6009656	200	NULL
illuwatar	6014648	200	NULL
illuwatar	6020157	50	NULL
illuwatar	6021997	200	NULL
illuwatar	6023209	50	NULL
illuwatar	6047885	500	NULL
illuwatar	6055309	100	NULL
illuwatar	6055509	200	NULL
illuwatar	6058093	50	NULL
illuwatar	6071229	200	NULL
illuwatar	6074312	50	NULL
illuwatar	6075617	500	NULL
illuwatar	6078605	200	NULL
illuwatar	6081975	100	NULL
illuwatar	6103001	200	NULL
insurrection	242328	200	NULL
insurrection	4210700	100	NULL
insurrection	4211063	400	NULL
insurrection	4211085	800	NULL
insurrection	4211088	1700	NULL
insurrection	4211194	200	NULL
insurrection	4211288	200	NULL
insurrection	4211388	600	NULL
insurrection	4211398	200	NULL
insurrection	4211414	400	NULL
insurrection	4269651	4	NULL
insurrection	4515374	50	NULL
insurrection	6000311	400	NULL
insurrection	6040310	50	NULL
insurrection	6055145	300	NULL
insurrection	6062574	100	NULL
j.israelsson	242328	100	NULL
j.israelsson	300801	50	NULL
j.israelsson	306901	100	NULL
j.israelsson	4114026	100	NULL
j.israelsson	4121969	100	NULL
j.israelsson	4125253	100	NULL
j.israelsson	4129872	50	NULL
j.israelsson	4210700	100	NULL
j.israelsson	4210997	100	NULL
j.israelsson	4211055	100	NULL
j.israelsson	4211063	100	NULL
j.israelsson	4211065	100	NULL
j.israelsson	4211088	100	NULL
j.israelsson	4211194	100	NULL
j.israelsson	4211288	100	NULL
j.israelsson	4211388	100	NULL
j.israelsson	4211398	100	NULL
j.israelsson	4211413	50	NULL
j.israelsson	4211414	50	NULL
j.israelsson	4247145	50	NULL
j.israelsson	4249891	100	NULL
j.israelsson	4255413	100	NULL
j.israelsson	4255624	100	NULL
j.israelsson	4264569	50	NULL
j.israelsson	4504375	100	NULL
j.israelsson	4515374	50	NULL
j.israelsson	4521947	50	NULL
j.israelsson	4521948	100	NULL
j.israelsson	4528604	100	NULL
j.israelsson	4529685	100	NULL
j.israelsson	4540386	100	NULL
j.israelsson	4546705	100	NULL
j.israelsson	4558952	50	NULL
j.israelsson	4570877	100	NULL
j.israelsson	4594292	100	NULL
j.israelsson	4613823	100	NULL
j.israelsson	4614158	100	NULL
j.israelsson	4616578	100	NULL
j.israelsson	4616581	100	NULL
j.israelsson	6002843	100	NULL
j.israelsson	6002847	100	NULL
j.israelsson	6003331	50	NULL
j.israelsson	6009656	100	NULL
j.israelsson	6020157	100	NULL
j.israelsson	6021997	50	NULL
j.israelsson	6024692	100	NULL
j.israelsson	6044702	50	NULL
j.israelsson	6046943	100	NULL
j.israelsson	6047501	100	NULL
j.israelsson	6055145	100	NULL
j.israelsson	6058221	100	NULL
j.israelsson	6058257	100	NULL
j.israelsson	6062574	100	NULL
j.israelsson	606428	50	NULL
j.israelsson	6073231	50	NULL
j.israelsson	6074312	100	NULL
j.israelsson	6075208	100	NULL
jeepraggare	242328	200	NULL
jeepraggare	4121969	200	NULL
jeepraggare	4129872	200	NULL
jeepraggare	4210700	100	NULL
jeepraggare	4211055	250	NULL
jeepraggare	4211088	300	NULL
jeepraggare	4255624	400	NULL
jeepraggare	4504375	200	NULL
jeepraggare	4519946	50	NULL
jeepraggare	4529685	400	NULL
jeepraggare	4546705	200	NULL
jeepraggare	4613823	300	NULL
jeepraggare	4616845	200	NULL
jeepraggare	4620068	50	NULL
jeepraggare	6000311	250	NULL
jeepraggare	6003331	50	NULL
jeepraggare	6023209	50	NULL
jeepraggare	6036424	50	NULL
jeepraggare	6040310	50	NULL
jeepraggare	6046943	200	NULL
jeepraggare	6047501	300	NULL
jeepraggare	6055145	50	NULL
jeepraggare	6058221	400	NULL
jeepraggare	6058257	300	NULL
jeepraggare	606428	50	NULL
jeepraggare	6075208	200	NULL
jeepraggare	6078605	200	NULL
jennie	242328	200	NULL
jennie	300801	150	NULL
jennie	306901	400	NULL
jennie	4114026	300	NULL
jennie	4125253	300	NULL
jennie	4211088	300	NULL
jennie	4211194	150	NULL
jennie	4211288	250	NULL
jennie	4211388	200	NULL
jennie	4211413	200	NULL
jennie	4211414	400	NULL
jennie	4249891	300	NULL
jennie	4255413	100	NULL
jennie	4264569	100	NULL
jennie	4269651	6	NULL
jennie	4521947	50	NULL
jennie	4521948	100	NULL
jennie	4536521	100	NULL
jennie	4536998	100	NULL
jennie	4540386	250	NULL
jennie	4558952	150	NULL
jennie	4613823	100	NULL
jennie	4616578	200	NULL
jennie	4616581	100	NULL
jennie	4623429	200	NULL
jennie	4656783	300	NULL
jennie	6000311	500	NULL
jennie	6009656	100	NULL
jennie	6021997	200	NULL
jennie	6047501	250	NULL
jennie	6055309	100	NULL
jennie	6062574	100	NULL
jennie	6075208	200	NULL
jennie	6075617	100	NULL
jennie	6103001	200	NULL
jesperallen	242328	100	NULL
jesperallen	4129872	100	NULL
jesperallen	4211194	500	NULL
jesperallen	4211413	600	NULL
jesperallen	4211414	400	NULL
jesperallen	4515374	50	NULL
jesperallen	4519946	50	NULL
jesperallen	4521947	200	NULL
jesperallen	4521948	200	NULL
jesperallen	4613823	100	NULL
jesperallen	4616581	300	NULL
jesperallen	4616845	100	NULL
jesperallen	6002843	200	NULL
jesperallen	6002847	200	NULL
jesperallen	6009656	100	NULL
jesperallen	6046943	200	NULL
jesperallen	6047501	1450	NULL
jesperallen	6055145	100	NULL
jesperallen	6058221	300	NULL
jesperallen	6058257	200	NULL
jesperallen	6062574	300	NULL
jesperallen	606428	50	NULL
jesperallen	6075208	250	NULL
jesperallen	6075617	100	NULL
jesperallen	6078605	200	NULL
jesperallen	6084571	100	NULL
joge	300801	50	NULL
joge	306901	200	NULL
joge	4210997	50	NULL
joge	4211055	400	NULL
joge	4211063	200	NULL
joge	4211065	50	NULL
joge	4211085	50	NULL
joge	4211088	200	NULL
joge	4211194	200	NULL
joge	4211288	400	NULL
joge	4211357	100	NULL
joge	4211388	400	NULL
joge	4211398	400	NULL
joge	4211413	300	NULL
joge	4211414	300	NULL
joge	4269651	7	NULL
joge	4515374	100	NULL
joge	4518653	50	NULL
joge	4529685	200	NULL
joge	4640844	200	NULL
joge	6000311	300	NULL
joge	6014648	500	NULL
joge	6036424	400	NULL
joge	6044702	300	NULL
joge	6047885	400	NULL
joge	6062574	100	NULL
joge	6071229	200	NULL
joge	6073231	100	NULL
joge	6081975	100	NULL
Juki	300801	100	NULL
Juki	306901	200	NULL
Juki	4114026	300	NULL
Juki	4125253	300	NULL
Juki	4211055	200	NULL
Juki	4211194	200	NULL
Juki	4211288	400	NULL
Juki	4211398	500	NULL
Juki	4211413	200	NULL
Juki	4211414	200	NULL
Juki	4519946	100	NULL
Juki	4528604	400	NULL
Juki	4558952	200	NULL
Juki	4570877	400	NULL
Juki	4656783	400	NULL
Juki	6000311	400	NULL
Juki	6055145	100	NULL
Juki	6058257	400	NULL
Juki	6062574	200	NULL
Juki	6075617	400	NULL
jvettefors	4255624	100	NULL
jvettefors	4504375	200	NULL
jvettefors	4515374	100	NULL
jvettefors	4518653	100	NULL
jvettefors	4519946	100	NULL
jvettefors	4521947	150	NULL
jvettefors	4521948	100	NULL
jvettefors	4570877	200	NULL
jvettefors	4613823	100	NULL
jvettefors	4614158	200	NULL
jvettefors	4616578	200	NULL
jvettefors	4616581	100	NULL
jvettefors	4656783	100	NULL
jvettefors	6002843	100	NULL
jvettefors	6002847	100	NULL
jvettefors	6003331	100	NULL
jvettefors	6006524	100	NULL
jvettefors	6009656	100	NULL
jvettefors	6020157	100	NULL
jvettefors	6021997	200	NULL
jvettefors	6023209	50	NULL
jvettefors	6036424	50	NULL
jvettefors	6046943	200	NULL
jvettefors	6047501	200	NULL
jvettefors	6055309	100	NULL
jvettefors	6055509	200	NULL
jvettefors	6058093	100	NULL
jvettefors	6058221	200	NULL
jvettefors	6058257	100	NULL
jvettefors	6074312	100	NULL
jvettefors	6075208	200	NULL
jvettefors	6075617	100	NULL
jvettefors	6078605	200	NULL
jvettefors	6084571	100	NULL
klätterapan	242328	250	NULL
klätterapan	306901	200	NULL
klätterapan	4129872	100	NULL
klätterapan	4210997	50	NULL
klätterapan	4211055	200	NULL
klätterapan	4211065	50	NULL
klätterapan	4211085	100	NULL
klätterapan	4211088	200	NULL
klätterapan	4211288	200	NULL
klätterapan	4211414	200	NULL
klätterapan	4247145	150	NULL
klätterapan	4521947	200	NULL
klätterapan	4528604	200	NULL
klätterapan	4529685	200	NULL
klätterapan	4536521	50	NULL
klätterapan	4536998	50	NULL
klätterapan	4540386	200	NULL
klätterapan	4546705	250	NULL
klätterapan	4558952	100	NULL
klätterapan	4570877	400	NULL
klätterapan	4613823	250	NULL
klätterapan	4616578	200	NULL
klätterapan	4616581	300	NULL
klätterapan	4623429	250	NULL
klätterapan	6000311	200	NULL
klätterapan	6003331	50	NULL
klätterapan	6009656	100	NULL
klätterapan	6020157	50	NULL
klätterapan	6024692	50	NULL
klätterapan	6040310	50	NULL
klätterapan	6046943	200	NULL
klätterapan	6047501	200	NULL
klätterapan	6055145	50	NULL
klätterapan	606428	50	NULL
klätterapan	6074312	50	NULL
klätterapan	6075617	100	NULL
krakfot	242328	100	NULL
krakfot	300801	50	NULL
krakfot	306901	200	NULL
krakfot	4114026	300	NULL
krakfot	4125253	300	NULL
krakfot	4129872	100	NULL
krakfot	4210997	50	NULL
krakfot	4211088	100	NULL
krakfot	4211194	50	NULL
krakfot	4211388	700	NULL
krakfot	4211398	750	NULL
krakfot	4211414	200	NULL
krakfot	4247145	50	NULL
krakfot	4515374	50	NULL
krakfot	4518653	50	NULL
krakfot	4528604	200	NULL
krakfot	4558952	100	NULL
krakfot	4613823	100	NULL
krakfot	4616845	100	NULL
krakfot	4623429	200	NULL
krakfot	4640844	200	NULL
krakfot	4656783	100	NULL
krakfot	6000311	100	NULL
krakfot	6002843	50	NULL
krakfot	6002847	50	NULL
krakfot	6006524	50	NULL
krakfot	6020157	50	NULL
krakfot	6023209	50	NULL
krakfot	6044702	300	NULL
krakfot	6047885	300	NULL
krakfot	6055145	50	NULL
krakfot	6055309	50	NULL
krakfot	6055509	200	NULL
krakfot	606428	50	NULL
krakfot	6071229	200	NULL
krakfot	6073231	100	NULL
krakfot	6075208	200	NULL
krakfot	6078605	200	NULL
krakfot	6081975	100	NULL
krakfot	6084571	50	NULL
Kuiper	242328	200	NULL
Kuiper	4129872	200	NULL
Kuiper	4211055	3000	NULL
Kuiper	4211063	2000	NULL
Kuiper	4211065	1000	NULL
Kuiper	4529685	400	NULL
Kuiper	4613823	200	NULL
Kuiper	6023209	50	NULL
Kuiper	6055509	200	NULL
Kuiper	606428	50	NULL
Kuiper	6075208	200	NULL
Kuiper	6078605	200	NULL
kvarnbackafilm	4211055	200	NULL
kvarnbackafilm	4211063	200	NULL
kvarnbackafilm	4211088	150	NULL
kvarnbackafilm	4211388	150	NULL
kvarnbackafilm	4211398	200	NULL
kvarnbackafilm	4211413	200	NULL
kvarnbackafilm	4249891	150	NULL
kvarnbackafilm	4255413	100	NULL
kvarnbackafilm	4264569	100	NULL
kvarnbackafilm	4521947	100	NULL
kvarnbackafilm	4521948	100	NULL
kvarnbackafilm	4536521	100	NULL
kvarnbackafilm	4536998	100	NULL
kvarnbackafilm	4558952	100	NULL
kvarnbackafilm	4616581	150	NULL
kvarnbackafilm	6009656	100	NULL
kvarnbackafilm	6103001	100	NULL
kwagge	242328	150	NULL
kwagge	4129872	100	NULL
kwagge	4210997	200	NULL
kwagge	4211055	1000	NULL
kwagge	4211063	500	NULL
kwagge	4211288	2000	NULL
kwagge	4211398	2000	NULL
kwagge	4211413	500	NULL
kwagge	4521947	100	NULL
kwagge	4521948	100	NULL
kwagge	4528604	500	NULL
kwagge	4570877	1000	NULL
kwagge	4613823	100	NULL
kwagge	4616581	100	NULL
kwagge	6000311	300	NULL
kwagge	6058221	1000	NULL
kwagge	6075617	200	NULL
LarryLars	242328	100	NULL
LarryLars	306901	200	NULL
LarryLars	4129872	100	NULL
LarryLars	4210700	100	NULL
LarryLars	4211088	100	NULL
LarryLars	4515374	50	NULL
LarryLars	4518653	50	NULL
LarryLars	4546705	200	NULL
LarryLars	4558952	200	NULL
LarryLars	4640844	200	NULL
LarryLars	4656783	200	NULL
LarryLars	6000311	200	NULL
LarryLars	6046943	200	NULL
LarryLars	6047501	200	NULL
LarryLars	6055309	100	NULL
LarryLars	6058093	100	NULL
LarryLars	6062574	200	NULL
LarryLars	6071229	200	NULL
LarryLars	6073231	100	NULL
LarryLars	6075208	200	NULL
LarryLars	6081975	100	NULL
LarryLars	6084571	50	NULL
LarryLars	6103001	200	NULL
larsc	300801	200	NULL
larsc	4210997	100	NULL
larsc	4211055	1000	NULL
larsc	4211063	200	NULL
larsc	4211065	200	NULL
larsc	4211398	200	NULL
larsc	4211413	400	NULL
larsc	4211414	200	NULL
larsc	4249891	400	NULL
larsc	4255413	400	NULL
larsc	4264569	200	NULL
larsc	4269651	25	NULL
larsc	4521947	100	NULL
larsc	4521948	200	NULL
larsc	4536521	100	NULL
larsc	4536998	100	NULL
larsc	4540386	200	NULL
larsc	4616581	200	NULL
larsc	6000311	200	NULL
larsc	6047885	300	NULL
larsc	606428	100	NULL
larsc	6084571	50	NULL
Levitate	300801	100	NULL
Levitate	306901	200	NULL
Levitate	4211055	200	NULL
Levitate	4211088	100	NULL
Levitate	4211413	200	NULL
Levitate	4269651	4	NULL
Levitate	4521947	50	NULL
Levitate	4521948	100	NULL
Levitate	4558952	100	NULL
Levitate	4616581	100	NULL
Levitate	6000311	100	NULL
Levitate	6075617	100	NULL
lilldaniel	4211055	400	NULL
lilldaniel	4211413	200	NULL
lilldaniel	4211414	200	NULL
lilldaniel	4249891	400	NULL
lilldaniel	4255413	300	NULL
lilldaniel	4264569	200	NULL
lilldaniel	4269651	10	NULL
lilldaniel	4521947	200	NULL
lilldaniel	4521948	300	NULL
lilldaniel	4536521	250	NULL
lilldaniel	4536998	250	NULL
lilldaniel	4613823	200	NULL
lilldaniel	4616578	300	NULL
lilldaniel	4616581	300	NULL
lilldaniel	4656783	300	NULL
lilldaniel	6000311	300	NULL
lilldaniel	6009656	100	NULL
lilldaniel	6058093	50	NULL
lilldaniel	606428	100	NULL
lilldaniel	6075617	300	NULL
lilldaniel	6103001	200	NULL
lindyhep	242328	200	NULL
lindyhep	4121969	100	NULL
lindyhep	4125253	300	NULL
lindyhep	4129872	200	NULL
lindyhep	4210997	300	NULL
lindyhep	4211065	400	NULL
lindyhep	4211194	500	NULL
lindyhep	4211357	100	NULL
lindyhep	4211388	100	NULL
lindyhep	4211398	200	NULL
lindyhep	4211413	700	NULL
lindyhep	4211414	300	NULL
lindyhep	4249891	300	NULL
lindyhep	4255413	200	NULL
lindyhep	4255624	100	NULL
lindyhep	4264569	250	NULL
lindyhep	4504375	200	NULL
lindyhep	4518653	50	NULL
lindyhep	4546705	200	NULL
lindyhep	4613823	200	NULL
lindyhep	4614158	1000	NULL
lindyhep	4623429	200	NULL
lindyhep	6055509	200	NULL
lindyhep	6071229	200	NULL
lindyhep	6081975	100	NULL
lingonfil	4114026	300	NULL
lingonfil	4211085	100	NULL
lingonfil	4211088	400	NULL
lingonfil	4211194	150	NULL
lingonfil	4211398	200	NULL
lingonfil	4211413	500	NULL
lingonfil	4211414	300	NULL
lingonfil	4518653	50	NULL
lingonfil	4540386	200	NULL
lingonfil	4613823	100	NULL
lingonfil	4640844	200	NULL
lingonfil	6081975	100	NULL
lingonfil	6084571	50	NULL
länken	4620068	400	NULL
länken	6014648	300	NULL
länken	6023209	100	NULL
länken	6040310	100	NULL
länken	6044702	500	NULL
länken	6047885	400	NULL
länken	6073231	250	NULL
maggavil	300801	100	NULL
maggavil	306901	300	NULL
maggavil	4114026	300	NULL
maggavil	4125253	350	NULL
maggavil	4210700	100	NULL
maggavil	4210997	100	NULL
maggavil	4211055	200	NULL
maggavil	4211065	100	NULL
maggavil	4211194	50	NULL
maggavil	4249891	100	NULL
maggavil	4255413	100	NULL
maggavil	4264569	100	NULL
maggavil	4269651	10	NULL
maggavil	4521947	300	NULL
maggavil	4521948	100	NULL
maggavil	4536521	100	NULL
maggavil	4536998	100	NULL
maggavil	4558952	200	NULL
maggavil	4614158	300	NULL
maggavil	4616578	300	NULL
maggavil	4616581	300	NULL
maggavil	4656783	300	NULL
maggavil	6009656	100	NULL
maggavil	6021997	200	NULL
maggavil	6055309	150	NULL
maggavil	606428	50	NULL
maggavil	6071229	200	NULL
maggavil	6075617	200	NULL
maggavil	6084571	50	NULL
magnus den store	242328	100	NULL
magnus den store	4114026	300	NULL
magnus den store	4125253	300	NULL
magnus den store	4211055	500	NULL
magnus den store	4211194	200	NULL
magnus den store	4211398	300	NULL
magnus den store	4211413	500	NULL
magnus den store	4211414	300	NULL
magnus den store	4247145	400	NULL
magnus den store	4519946	50	NULL
magnus den store	4528604	300	NULL
magnus den store	4570877	300	NULL
magnus den store	4613823	300	NULL
magnus den store	4614158	300	NULL
magnus den store	4616578	300	NULL
magnus den store	4656783	100	NULL
magnus den store	6006524	50	NULL
magnus den store	6021997	300	NULL
magnus den store	6023209	50	NULL
magnus den store	6055309	100	NULL
magnus den store	6055509	200	NULL
magnus den store	6058221	300	NULL
magnus den store	6058257	100	NULL
magnus den store	6075208	200	NULL
magnus den store	6075617	100	NULL
magnus den store	6078605	200	NULL
magnus den store	6084571	50	NULL
Magnusengstrom	242328	100	NULL
Magnusengstrom	4129872	100	NULL
Magnusengstrom	4210997	200	NULL
Magnusengstrom	4211063	200	NULL
Magnusengstrom	4211065	150	NULL
Magnusengstrom	4211288	400	NULL
Magnusengstrom	4264569	50	NULL
Magnusengstrom	4521947	150	NULL
Magnusengstrom	4521948	100	NULL
Magnusengstrom	4594292	50	NULL
Magnusengstrom	4613823	100	NULL
Magnusengstrom	4616581	100	NULL
Magnusengstrom	6040310	50	NULL
Magnusengstrom	606428	50	NULL
majkel	4211063	500	NULL
majkel	4211288	480	NULL
majkel	4249891	700	NULL
majkel	4519946	50	NULL
majkel	4529685	800	NULL
majkel	4570877	400	NULL
majkel	4613823	200	NULL
majkel	4614158	700	NULL
majkel	4616845	100	NULL
majkel	4623429	700	NULL
majkel	6021997	500	NULL
majkel	6040310	50	NULL
majkel	6047501	400	NULL
majkel	6055509	200	NULL
majkel	6058221	200	NULL
majkel	6058257	500	NULL
majkel	6062574	200	NULL
majkel	6075208	200	NULL
majkel	6078605	200	NULL
majkel	6084571	50	NULL
majkel	6103001	400	NULL
malmen	242328	200	NULL
malmen	4114026	300	NULL
malmen	4125253	300	NULL
malmen	4129872	150	NULL
malmen	4211063	1000	NULL
malmen	4211088	1000	NULL
malmen	4211288	400	NULL
malmen	4211388	1000	NULL
malmen	4211398	1000	NULL
malmen	4211414	200	NULL
malmen	4269651	5	NULL
malmen	4515374	300	NULL
malmen	4558952	100	NULL
malmen	4594292	50	NULL
malmen	4613823	250	NULL
malmen	4623429	200	NULL
malmen	6021997	200	NULL
malmen	6023209	50	NULL
malmen	6040310	50	NULL
malmen	6058093	100	NULL
malmen	6062574	100	NULL
malmen	606428	50	NULL
malmen	6071229	200	NULL
malmen	6075208	200	NULL
malmen	6078605	200	NULL
malmen	6084571	50	NULL
marpe	242328	400	NULL
marpe	4129872	200	NULL
marpe	4210700	100	NULL
marpe	4211288	400	NULL
marpe	4519946	150	NULL
marpe	4529685	650	NULL
marpe	4613823	300	NULL
marpe	4616845	300	NULL
marpe	4623429	650	NULL
marpe	6040310	100	NULL
marpe	6046943	200	NULL
marpe	6055145	150	NULL
marpe	6055509	200	NULL
marpe	6058221	500	NULL
marpe	6058257	500	NULL
marpe	6062574	150	NULL
marpe	6074312	200	NULL
marpe	6078605	300	NULL
mb	242328	100	NULL
mb	300801	50	NULL
mb	306901	300	NULL
mb	4129872	100	NULL
mb	4210700	100	NULL
mb	4210997	50	NULL
mb	4211055	300	NULL
mb	4211063	200	NULL
mb	4211065	50	NULL
mb	4211085	50	NULL
mb	4211088	500	NULL
mb	4211388	500	NULL
mb	4211398	200	NULL
mb	4211413	200	NULL
mb	4211414	300	NULL
mb	4255624	100	NULL
mb	4269651	10	NULL
mb	4504375	200	NULL
mb	4515374	200	NULL
mb	4518653	50	NULL
mb	4519946	50	NULL
mb	4536521	100	NULL
mb	4536998	100	NULL
mb	4558952	100	NULL
mb	4613823	200	NULL
mb	4616845	100	NULL
mb	4656783	200	NULL
mb	6000311	500	NULL
mb	6003331	50	NULL
mb	6021997	200	NULL
mb	6046943	200	NULL
mb	6058221	200	NULL
mb	6058257	300	NULL
mb	6062574	100	NULL
mb	6075208	200	NULL
mb	6084571	50	NULL
mechamike	242328	100	NULL
mechamike	4125253	600	NULL
mechamike	4211055	300	NULL
mechamike	4504375	400	NULL
mechamike	4570877	400	NULL
mechamike	4594292	50	NULL
mechamike	4613823	100	NULL
mechamike	4616578	200	NULL
mechamike	4623429	1000	NULL
mechamike	4640844	200	NULL
mechamike	6009656	100	NULL
mechamike	6020157	100	NULL
mechamike	6024692	100	NULL
mechamike	6040310	50	NULL
mechamike	6044702	400	NULL
mechamike	6047501	400	NULL
mechamike	6055309	100	NULL
mechamike	6055509	400	NULL
mechamike	6058093	100	NULL
mechamike	6071229	300	NULL
mechamike	6074312	100	NULL
mechamike	6075208	400	NULL
mechamike	6075617	100	NULL
mechamike	6078605	400	NULL
mechamike	6081975	100	NULL
mechamike	6103001	200	NULL
Memmla	242328	100	NULL
Memmla	4211063	200	NULL
Memmla	4211398	200	NULL
Memmla	4211413	200	NULL
Memmla	4211414	200	NULL
Memmla	4247145	150	NULL
Memmla	4515374	100	NULL
Memmla	4521947	200	NULL
Memmla	4521948	100	NULL
Memmla	4528604	300	NULL
Memmla	4536521	50	NULL
Memmla	4536998	50	NULL
Memmla	4594292	100	NULL
Memmla	4613823	200	NULL
Memmla	4616581	200	NULL
Memmla	4623429	200	NULL
Memmla	4656783	200	NULL
Memmla	6000311	300	NULL
Memmla	6002843	100	NULL
Memmla	6002847	100	NULL
Memmla	6006524	50	NULL
Memmla	6009656	100	NULL
Memmla	6020157	50	NULL
Memmla	6040310	50	NULL
Memmla	6055509	200	NULL
Memmla	606428	50	NULL
Memmla	6075617	200	NULL
Memmla	6078605	200	NULL
Memmla	6081975	100	NULL
micke	242328	100	NULL
micke	300801	200	NULL
micke	4121969	100	NULL
micke	4129872	100	NULL
micke	4211388	100	NULL
micke	4249891	100	NULL
micke	4255413	100	NULL
micke	4264569	150	NULL
micke	4504375	200	NULL
micke	4515374	50	NULL
micke	4518653	100	NULL
micke	4536521	100	NULL
micke	4536998	50	NULL
micke	4540386	200	NULL
micke	4546705	200	NULL
micke	4594292	50	NULL
micke	4613823	100	NULL
micke	4616845	100	NULL
micke	4620068	50	NULL
micke	4656783	100	NULL
micke	6000311	300	NULL
micke	6003331	50	NULL
micke	6014648	300	NULL
micke	6020157	50	NULL
